Date / Time,City,State,Shape,Duration,Summary,Posted
1/26/2015 19:00:00,Ashburn,GA,Formation,5 minutes,My husband and I witnessed a formation of lights Above ashburn ga on i75 headed south 01/26/15 at approximately 7 pm. There were six ho,1/30/2015
1/26/2015 17:29:00,Fort Dodge,IA,Unknown,2 seconds,Me and my mother were looking outside to the west cause the clouds were orange and pinkish colors. We were taking pictures of how Beaut,1/30/2015
1/26/2015 15:25:00,Marysville,WA,Cone,30 minutes,Orange metallic aircraft that distorted photos near Marysville.,1/30/2015
1/26/2015 6:30:00,Moncton,NB,Triangle,5-10 minutes,Triangle shape with red flashing light,1/30/2015
1/26/2015 6:17:00,Phoenix,AZ,Other,3 minutes,((HOAX??)) I heard an unknown and unhuman voice at 6 in the morning.,1/26/2015
1/26/2015 5:30:00,Ash Fork,AZ,Light,30 minutes,Northern Arizona bright colored moving light.,1/26/2015
1/26/2015 3:30:00,Eaton rapids,MI,Light,Hour,Blinking red green blue and amber light,1/26/2015
1/26/2015 2:00:00,Goreville,IL,Light,5 minutes,Yellow-orange flashing object in Southern Illinois near Interstates 57 and 24,1/30/2015
1/26/2015 1:10:00,Aberdeen,WA,Light,50+ minutes,"I saw a light above the tree line to the W, it was flashing blue, white, green, and a bit of red. ((NUFORC Note: Twinkling star? PD))",1/26/2015
1/26/2015 0:00:00,Reno,NV,Formation,2:00 hours,Diamond shape large object with 5 smaller objects duration 2 hrs,1/26/2015
1/25/2015 21:45:00,Apopka (near),FL,Circle,10-15 minute,Traveling towards Apopka area on FL toll road 429 on 1/25/15 in a van with 3 other people in it. Noticed a triangle set of 3 lights.,1/30/2015
1/25/2015 21:03:00,Cumming/Alpharetta,GA,Sphere,2 minutes,"Sphere looking object with extremely bright lights and one blue light, none of them blinking, hovering over Ga. 400, exits 12-13.",1/26/2015
1/25/2015 21:00:00,Jacksonville,FL,Light,3 hours,"While laying in bed, I looked out of the window and saw a set of what looked like four lights hovering in the sky.",1/26/2015
1/25/2015 20:10:00,Bunnlevel,NC,Circle,1 hour; still going,"Pinkish hue circle in the sky East, North Eastern sky.",1/26/2015
1/25/2015 19:00:00,Lake Oswego,OR,Oval,2 minutes,Bright orange round in shape.,1/30/2015
1/25/2015 17:47:00,Selma,NC,Fireball,5 seconds,I was traveling north on nc96 from Selma when I noticed a orange light.As it crossed in front of me it went from bright to dem to brigh,1/30/2015
1/25/2015 17:45:00,Milford,VA,Circle,30 seconds,White circular object across the sky in Caroline County.,1/26/2015
1/25/2015 14:12:00,Hudson,FL,Other,5 minutes,Unknown flashingg light flying at high altitude in and out of passenger jet contrail.,1/30/2015
1/25/2015 11:40:00,Los Angeles,CA,Light,2 minutes,Seagulls morph into glowing UFO's. ((NUFORC Note: Images are not apparent in video provided by witness. PD)),1/26/2015
1/25/2015 10:30:00,Jacksonville,FL,Circle,~5 minutes,"Shiny, metal, objects flew over my house. I have video.",1/26/2015
1/25/2015 0:30:00,Bend,OR,Teardrop,20 second,"Slow moving beautiful green light heading downward, then shot off couldn't see it anywhere.",1/30/2015
1/24/2015 23:30:00,Anacortes,WA,Circle,5 minutes,"14 yellowish circle of lights seen by 4 people east of Anacortes, WA, for 5 minutes on 1-24-2015 at 23:30.",1/26/2015
1/24/2015 23:30:00,Anacortes,WA,Light,2-3 minutes,Orange-ish/ golden lights seen in sky over Anacortes.,1/30/2015
1/24/2015 23:15:00,Spring,TX,Fireball,8-10 minutes,7 fireballs take exact path in sky at intervals.,1/26/2015
1/24/2015 23:03:00,Trivandrum (India),,Fireball,1 minute,"Speedy, zigzag-moving, bright object.",1/26/2015
1/24/2015 22:10:00,Lacey,WA,Unknown,3 minutes,"Solid red light with a blinking green light in the sky in Lacey, WA.",1/26/2015
1/24/2015 22:00:00,Pontevedra Beach,FL,Light,3 seconds,A green orb traveld the entire skyline in a split second and lit up as leaving the atmosphere. ((NUFORC Note: Meteor?? PD)),1/26/2015
1/24/2015 21:30:00,Nyborg (Denmark),,Light,5 minutes,"Went out for a cigarette. Saw a Big redish light, went for iPhone, two pics, went for camera 1 pic. Light was gone a couple of min. Lat",1/26/2015
1/24/2015 21:14:00,Austin,TX,Fireball,8 minutes,"5 silent odd shaped fireballs on precise path, evenly spaced from south turning east to horizon.",1/26/2015
1/24/2015 20:50:00,Vancouver,WA,Fireball,2 minutes,"Two orange orbs viewed over Portland, OR.",1/26/2015
1/24/2015 19:45:00,Bridgeton,MO,Formation,15 minutes,Red lights passed one after another slowly towards LAMBERT airport there were at least if not more than 20 red lights flying slowly in,1/26/2015
1/24/2015 19:15:00,Caldwell,ID,Circle,10 minutes,"Caldwell, ID, red orb-like lights high in the sky.",1/26/2015
1/24/2015 19:15:00,Caldwell,ID,Unknown,20 minutes,Red lights silently hovering in sky.,1/26/2015
1/24/2015 18:34:00,West Palm Beach,FL,Circle,10 minutes,We were heading north on Interstate 95 and exiting at North Lake Blvd going west when we saw an orange/red circle floating through the,1/26/2015
1/24/2015 18:00:00,Garden City,UT,Triangle,5-15 minutes,Triangular object amber in color hovering in one spot then shooting off to the east and out of sight,1/26/2015
1/24/2015 18:00:00,Boise,ID,Triangle,20 minutes,"Green and red lights in an triangle shape over Walmart of Eagle Road and Fairview in Boise, Idaho.",1/26/2015
1/24/2015 17:20:00,Cabot,AR,Disk,1 minute,Four hanging discs were viewed towards the setting sun.,1/30/2015
1/24/2015 8:00:00,Florence,SC,Circle,5 minutes,Three bright orange like fire balls cruising across the sky with no sound. One was close enough that there should have been a sound.,1/26/2015
1/23/2015 23:30:00,Stuart,FL,Fireball,10 seconds,"Orange fireball traveling south to north, slower than meteor and faster than aircraft.",1/26/2015
1/23/2015 23:23:00,Platsmouth (near; on Hwy S 29),IA,Disk,1 minute,"White saucer, blue lights, round, smooth looking material, exit on S 29 between Tabor and Platsmouth exits. Was beautiful.",1/26/2015
1/23/2015 22:10:00,San Antonio,TX,Diamond,2 minutes,4 amber color diamond shape flying objects observed.,1/26/2015
1/23/2015 21:52:00,Belgrade,MT,Fireball,10 minutes,6 orange bright glowing lights Belgrade...,1/26/2015
1/23/2015 21:34:00,Buda,TX,Oval,5 seconds,"Looking up in our computer room out the widow, a bright blue/white object streaked across the sky.",1/26/2015
1/23/2015 21:00:00,North Ridgeville,OH,Circle,5 minutes,Circular flying object with green and red lights in center.,1/26/2015
1/23/2015 20:10:00,Mentor,OH,Triangle,4 minutes,((HOAX??)) I saw a black triangle fly low with a red light on bottom with two blinking ones on each side.,1/26/2015
1/23/2015 18:22:00,Phelan,CA,Cross,still going on,"Object has been out by Mountain High Ski Resort for the past 4 days, then it finally disappears like it never existed.",1/26/2015
1/23/2015 18:20:00,Warrensburg,IL,Light,8:00 minutes,"Temporary hovering light that changed colors, then vanished.",1/26/2015
1/23/2015 15:24:00,Middlesex,NJ,Circle,20 seconds,Fast moving black dots.,1/26/2015
1/23/2015 10:00:00,New York City (Bronx),NY,Cigar,5 minutes,"Observed a very small cigar-shaped, white, bright object.",1/26/2015
1/23/2015 9:00:00,San Antonio,TX,Triangle,unknown,"Was driving west on I-10 toward 1604 and saw 2 white lights that looked like wingtip lights, but they weren't flashing.",1/26/2015
1/23/2015 6:16:00,Linden,VA,Other,3 minutes,"Very, very large array of lights rectangular in shape moving through the night sky",1/26/2015
1/23/2015 6:10:00,Somersworth,NH,Light,2 minutes,"Round, red, stationary orb.",1/26/2015
1/23/2015 2:30:00,Ocean View,HI,Sphere,2 hours,"Bright Color changing Erratically flying object in the Western Sky. ((NUFORC Note: Possibly a planet, or star?? PD))",1/26/2015
1/22/2015 21:50:00,East Rockaway,NY,Other,10 minutes,2 green lights climbing then hovered for several minutes.,1/26/2015
1/22/2015 21:30:00,Buffalo,NY,Unknown,15-30 minutes,Hovering bright white light surrounded by pulsating green and red lights.,1/26/2015
1/22/2015 21:27:00,Los Angeles,CA,Cone,still going,Strange red blinking lights.,1/26/2015
1/22/2015 20:55:00,Springfield,OR,Diamond,20 seconds,Large triangle shaped UFO flying really low.,1/26/2015
1/22/2015 20:00:00,Mount Morris,NY,Triangle,4 minutes,"Triangluar with a spot light in front and red tail light with blue lights on sides. Flying over Letchworth State Park, NY.",2/6/2015
1/22/2015 19:50:00,Williamsburg,MI,Cone,2 minutes,"STRANGE LIGHTS IN THE SKY, WILLIAMSBURG, MI.",1/26/2015
1/22/2015 19:35:00,Englewood,CO,Other,3-4 seconds,Big blue starlike object in the sky.,1/26/2015
1/22/2015 18:30:00,Lakeville,PA,Unknown,10 minutes,A flying object hovering VERY LOW over tree tops with 4 bright huge lights. Rolled down window of truck and heard a low engine sound.,1/26/2015
1/22/2015 13:00:00,Shahrekord (Iran),,Diamond,5 minutes,This unknown object jumping in sky.,4/23/2015
1/22/2015 7:00:00,South Whitley,IN,Circle,minutes,Green light in sky.,1/26/2015
1/22/2015 5:00:00,Denver,CO,Other,1 minute,"A gray/white triangular aircraft w/3 cone-shaped rockets on the bottom. They were blue, orange, and red.",1/26/2015
1/21/2015 23:35:00,Bozeman/Gallatin Gateway (Hyalite Reservoir),MT,Triangle,3 minutes,Orange and red blinking triangle over a state park where I was taking photographs. ((NUFORC Note: Astronomer report. PD)),1/26/2015
1/21/2015 21:30:00,Cottonwood Heights,UT,Sphere,2 minutes,"Bright purple sphere hovering over the I-215 East Freeway in Salt Lake City, UT.",1/26/2015
1/21/2015 21:00:00,Weippe,ID,Light,8 minutes,6 lights seen flying in different uniformity patterns at night.,1/26/2015
1/21/2015 20:15:00,Lompoc,CA,Light,4,"Saw one yellow light that dimmed out and then it came back with 2 more, finally a last one came and they faded out one by one.",1/26/2015
1/21/2015 20:15:00,Santa Rosa,CA,Circle,10 seconds,"I am a 63 year old resident of Santa Rosa, CA. I have never before seen a UFO. I see many aircraft pass over regularly because",1/26/2015
1/21/2015 20:00:00,Sherwood,OR,Other,2 minutes,Red lights in geometric patterns and Big Dipper constellation format in NW sky over Sherwood.,1/26/2015
1/21/2015 19:10:00,Raleigh,NC,Formation,15 seconds,"Looked like moving stars in perfect ""V"" shaped formation and moving North across the sky at high speed until it dissappeared.",1/26/2015
1/21/2015 17:45:00,Lawton,OK,Other,5-10 minutes,V-shaped object dragging a tail behind it!,1/26/2015
1/21/2015 16:45:00,Brandon,MS,Sphere,60 second,"We saw a Black Sphere moving South at a good rate of speed over Rankin County just South of the Ross Barnett Reservoir. No Sound, No W",1/26/2015
1/21/2015 5:00:00,Grant County,KY,Sphere,,((HOAX??)) UFO.,1/26/2015
1/20/2015 21:00:00,Murrells Inlet,SC,Triangle,7-8 minutes,"Three lighted triangles glide quietly over Murrells Inlet toward Myrtle Beach, SC.",1/30/2015
1/20/2015 21:00:00,Port Wentworth,GA,Light,2 minutes,Just saw three ufo's with flashing red and white flashing lights. They were in a triangular horizontal formation.,1/26/2015
1/20/2015 21:00:00,Bradenton,FL,Fireball,1 minute,I noticed a yellow fireball heading slowly northwest for about 20-30 seconds until it turned left and headed west for another 20-30 sec,1/26/2015
1/20/2015 20:30:00,Austin,TX,Unknown,4 minutes,"Red lights over Austin, TX.",1/26/2015
1/20/2015 20:30:00,Green Cove Spring,FL,Fireball,1 minute,Flame.,1/26/2015
1/20/2015 20:04:00,Haines City,FL,Sphere,9 minutes,"Atmospheric entry, then level flight for several minutes, plasma trail during entry then white sphere for flight phase.",1/26/2015
1/20/2015 20:00:00,Henderson,TX,Triangle,5 minutes,"We heard loud humming. Went outside and saw large, red, pulsating triangle in the sky. It hovered, then disappeared",1/26/2015
1/20/2015 20:00:00,Waterfall,PA,Oval,60-90 minutes,Lights are seen on a reasonably clear night from my bedroom window in a NE direction with no sounds being heard.,2/6/2015
1/20/2015 20:00:00,Albuquerque,NM,Triangle,,Triangle UFO over Albuquerque.,1/26/2015
1/20/2015 19:00:00,Miami,FL,Light,30 seconds,"UFO sighting in Miami, red craft leaves behind strange looking trail and vanishes instantly",1/26/2015
1/20/2015 17:25:00,Northern Bruce Peninsula (Canada),ON,Chevron,10 minutes,"Bright white chevron, pointing down, with long ""wings."" The vertex appeared orange and with varying intensity. It disapppeared.",1/26/2015
1/20/2015 17:00:00,Simi Valley,CA,Sphere,10 minutes,I saw about five orange glowing spheres traveling at a slow steady pace one after another. They were spaced fairly even. I recorded t,1/26/2015
1/20/2015 15:33:00,Puyallup,WA,Triangle,~3 minutes,"Very fast moving aircraft leaving contrails at right angles seen over Puyallup, WA. ((NUFORC Note: Contrail against a blue sky. PD))",1/26/2015
1/20/2015,Sangli (India),,Unknown,30 seconds,((HOAX??)) 01/20/15. something very strange landed for a while near my terrace .they were in number of 3.,1/26/2015
1/19/2015 22:45:00,Brentwood,MO,Rectangle,2,"Banner like object, with very faint circle lights.",1/26/2015
1/19/2015 21:40:00,Miamisburg,OH,Triangle,10 minutes,"Triangular craft with five lights flew low, emitted no noise, gained speed, ascended higher and then flew off in a different direction",1/26/2015
1/19/2015 21:25:00,Springfield,OR,Light,~1 hour,"Bright blue light hovers then falls in Springfield, OR.",1/26/2015
1/19/2015 21:20:00,Edmond,OK,Unknown,30,I was taking a spa when I looked in the east and seen at first lights that I thought were an jet air plane. Typically I see them comin,1/26/2015
1/19/2015 21:00:00,North Port,FL,Other,1 minute,A large ship slowly flew over my car.,1/26/2015
1/19/2015 20:30:00,Yucaipa,CA,Other,3 minutes,"Moving across sky and split into 7, then back to 1.",1/26/2015
1/19/2015 19:00:00,Garden City,UT,Unknown,10 minutes,"Whitish orb hovering, moving erratically, then hovering again, same spot.",1/26/2015
1/19/2015 18:30:00,Phoenix,AZ,Light,4 seconds,Brite white lite mock 1 turn 90 degree.,1/26/2015
1/19/2015 18:00:00,Quincy,WA,Sphere,1 hour,Watch giant orb hover above clockim never moving but pulsating different colors for about an hour then faded into mountains.,1/26/2015
1/19/2015 18:00:00,St. Peters,MO,Rectangle,1-2 minutes,Rectangle shape with lights on corners.,1/26/2015
1/19/2015 18:00:00,Niles,MI,Light,Not very long,"So I am 14, so obviously I still live with my mom.last night I was doing my daily chores, dishes, laundry, trash, ect. but when I w",1/26/2015
1/19/2015 17:00:00,Bradenton,FL,Circle,,Purple light around object.,1/26/2015
1/19/2015 15:50:00,Fayetteville,AR,Sphere,1 minute,"3 spheres or discs, V-formation at very high altitude during daylight, traveling very fast.",1/26/2015
1/19/2015 15:00:00,Montclair,NJ,Sphere,<1 minute,"I took a picture of a tall statue. When I looked at the picture at home, I noticed something strange on the upper right corner of the p",1/26/2015
1/19/2015 11:45:00,Durham,NC,Circle,2 minutes,"Multiple white circular objects at high altitude appear suddenly, cluster in a group and then disappear.",1/26/2015
1/19/2015 10:00:00,Zephryhills,FL,,unknown,((HOAX??)) Grey in my yard near my fire I have the proff but don't know who to contact.,1/26/2015
1/19/2015 9:00:00,Clarksburg,WV,Disk,2:00,2 cigar or disk shaped objects with 3 bar shaped lights on each of them.,1/30/2015
1/19/2015 6:30:00,Poinciana,FL,Sphere,Seconds,Driving and we both seen it flew over us at a speed I never seen before in my life.,1/26/2015
1/19/2015 3:22:00,Heath Springs,SC,Unknown,7 seconds,Sudden Rush/Vacuum of air.,1/26/2015
1/18/2015 23:00:00,Baldwin Park,CA,Oval,7 minutes,"Flashy oval craft flying over Baldwin Park, Ca.",1/26/2015
1/18/2015 22:48:00,Rutledge,PA,Formation,3-4 minutes,Two black squares flying 100 feet. ((NUFORC Note: Witness remains anonymous; provides no contact information. Hoax?? PD)),6/19/2015
1/18/2015 22:15:00,Black Mountain,NC,Formation,"3-4 minutes, recurrent on","Recurrent light formations, not matching aircraft or satellite patterns over Black Mountain, NC.",1/26/2015
1/18/2015 22:15:00,Deerfield Beach,FL,Sphere,3 minutes,"Night sighting. Red lights in the sky. 6 small objects moving at maybe 50 miles per hour. Following a very straight line, one behind th",1/26/2015
1/18/2015 20:15:00,Sidney,MT,Circle,3 seconds,One red light in the shape of circle moved half way across the sky and disappeared very quickly.,1/26/2015
1/18/2015 20:15:00,Florida City,FL,Fireball,~3 minutes,Traveling from north to south. No sound. Traveled quickly. Dimmed but did not disappear.,1/26/2015
1/18/2015 19:00:00,Milwaukee,WI,Light,5 minutes,3 red light in delta formation flying at 5 k ft from w to east toward mke mitchel field.,1/26/2015
1/18/2015 19:00:00,Boise,ID,,,"Huge ufo in Boise, ID.",1/26/2015
1/18/2015 19:00:00,Fountain Hills,AZ,Fireball,20 minutes,"Fireballs, silent, appear in Arizona skies.",1/26/2015
1/18/2015 18:35:00,Mobile,AL,Light,20 minutes,Multiple craft with twinkling red lights. Appear to fly in a grid.,1/26/2015
1/18/2015 17:50:00,Florence,AL,Sphere,2 minutes,Silent Bright pulsating light orb that sails slow & low across the sky just above tree tops,1/26/2015
1/18/2015 15:00:00,New River,AZ,Triangle,45 minutes,Artificial sounding triangular aircraft circling overhead.,1/26/2015
1/18/2015 7:25:00,Apache Junction,AZ,Fireball,ongoing,"Fireball, with long tail, falling.",1/26/2015
1/18/2015 6:15:00,Lyons,CO,Circle,1 minute,"A round, bright white, low flying object with a blurred edge hovers over a nearby mountain, darts around and then out of sight.",1/26/2015
1/18/2015 5:35:00,Oak Lawn,IL,Unknown,25 seconds,Possible drone flyby?,2/20/2015
1/18/2015 1:30:00,Wheat Ridge,CO,Changing,20+ minutes,Strange lights over Denver 01/18/2015.,1/26/2015
1/18/2015 1:02:00,Olympia,WA,Flash,5-10 seconds,"My friend and I were on the porch facing NE at around 1 am, when all of a sudden all of the street lamps went out and the sky lit up.",1/26/2015
1/17/2015 23:34:00,Olathe,,Light,5 minutes,Incredibly fast bright blinking light in sky.,1/26/2015
1/17/2015 22:20:00,Fredericksburg,VA,Diamond,1 minute,"Two of this were together and across the sky, at thats moment I saw other two still but separate, are 22:46 and this two are still in t",1/26/2015
1/17/2015 22:00:00,Kihei,HI,Fireball,5 minutes,"3 orange flickering balls hovered across the sky over the ocean off the Kihei, HI coast.",1/26/2015
1/17/2015 22:00:00,Sanford,FL,Fireball,1 hour,"4 Orange Orbs Over Sanford, Florida, near airport.",1/26/2015
1/17/2015 22:00:00,Los Altos (Mexico),,Cigar,3 minutes,My daughters and i were coming home about 10pm. We started opening our gate when we looked up in the sky and saw a orange light.,1/26/2015
1/17/2015 21:58:00,Boynton Beach,FL,Circle,20 minutes,At 9:58p ET this evening saw what look like at first a meteorite burning up in the atmosphere but it was going to slow. It was travelin,1/26/2015
1/17/2015 21:42:00,Reading,,Fireball,5 seconds,"I'm large white fire ball flew across sky, at a moderate speed above Rt. 95, leaving a long white tail behind.",1/26/2015
1/17/2015 21:40:00,Shelby,,Light,>1 hour,"Object would do zig zag patterns. Shoot up fast stop, do traingle pattern. Now currently stopped for 10mins. Bright white light flying",1/26/2015
1/17/2015 21:00:00,High View,WV,Disk,1-2 hours,"Two ufos, one had a red light, the other blue, hovering over the mountains.",1/26/2015
1/17/2015 21:00:00,Baton Rouge,LA,Light,2 nights (16th),"Multiple orange lights on 17th, one blue/purple on 16th, Baton Rouge, Highland/Jefferson.",1/26/2015
1/17/2015 21:00:00,Trussville,AL,Unknown,9 minutes,"Lighted object over Trussville, AL, spotted by two adults driving southbound on Chalkville Rd.. It flipped, then we lost it.",1/26/2015
1/17/2015 20:33:00,Boca Raton,FL,Changing,2 minutes,I was looking out my back door and saw a red glowing object approaching from the east no more than 2000 feet high. After watching the o,1/26/2015
1/17/2015 20:25:00,Mobile,AL,Light,6-7 seconds,"A very, very bright round light appeared in the sky, way above the tree line, and it rapidly starting descending, rapidly, so fast, fas",1/26/2015
1/17/2015 20:00:00,Houston,TX,Formation,5 minutes,Cluster formation of glowing orange balls in the sky.,1/26/2015
1/17/2015 20:00:00,Potosi (near),MO,Unknown,>1 hour,"Bright light in the southern sky, moving in a narrow, somewhat circular pattern. Colored red & blue; flashing at the perimeters.",1/26/2015
1/17/2015 19:57:00,Franklin,TN,,3-5 seconds,Falling large blue/green light.,1/26/2015
1/17/2015 19:55:00,Bristol,PA,Light,10-15 seconds,"Two rapidly moving red lights over Bristol, PA.",1/26/2015
1/17/2015 18:35:00,Ranburne,AL,Light,10 minutes,Saw 3 bright orange lights in the night sky.,1/26/2015
1/17/2015 18:30:00,Laughlin,NV,Fireball,Several minutes,Orange round glowing balls moving quickly up from behind hill or mountain no trees desert terrain flew quickly zigging and zagging then,1/26/2015
1/17/2015 16:45:00,Baton Rouge,LA,Other,10 minutes,Standing out side with son when I noted a square ish object going across sky line just above trees dun was hitting one side and reflect,1/26/2015
1/17/2015 15:40:00,Costa Mesa,CA,Circle,20 minutes,"I was at work in Costa Mesa, CA. Just happened to look up a what appeared to be 5 objects, one brighter and bigger then the rest.",1/26/2015
1/17/2015 8:30:00,Stillwater,MN,Sphere,3 minutes,"At the Oakpark Heights Lowes, saw 2 orange/red low flying objects flying SE at fast rate. Stood and watched it for a couple min.",1/26/2015
1/17/2015 7:20:00,Columbus,OH,Circle,60 seconds,"Looked like a low, slow moving orange sphere that stopped, shrank in size and moved away, and out of sight.",1/26/2015
1/17/2015 3:27:00,Pikesville,MD,Oval,5 minutes,Very loud hovering craft with red green white flashing lights,1/26/2015
1/17/2015 0:00:00,Hampton,NH,Circle,5 minutes,25 small lights floating in air for 10 minutes. Video recorded.,1/26/2015
1/16/2015 23:20:00,Converse,TX,Oval,1 minute,Orange glowing ball flight low over converse park near Judson High School.,1/26/2015
1/16/2015 21:30:00,"Lowell, Tyngsboro, Nashua",MA,Circle,5 minutes,I was driving down MA-13 by Pawtucket Blvd. Heading toward Tyngsboro. I was just coming up on the big company on the right with the hug,1/26/2015
1/16/2015 21:00:00,Mesa,AZ,Sphere,8 minutes,"Sphere with red and green lights hovering over Mesa, Arizona.",1/26/2015
1/16/2015 20:45:00,South Charleston,WV,Light,2-3 seconds,While sitting in a friend's driveway we both spotted a green ball-shaped green light fall strait down out of the sky. Lasted 2-3 sec.,1/26/2015
1/16/2015 20:38:00,Bend,OR,Sphere,2 minutes,Slow moving reddish sphere. Flew very slowly and level. Suddenly vanished and was not seen again.,1/26/2015
1/16/2015 20:20:00,Venice,FL,Circle,20 minutes,A bright red round object with an orange light hovered and glided for over twenty minutes,1/26/2015
1/16/2015 20:10:00,Thonotosassa,FL,Oval,5 seconds,"Red glow, coming from NE going SW at high speed, but not a plane. Red haze.",1/26/2015
1/16/2015 20:00:00,Leitchfield,KY,Sphere,2 minutes?,Two bright lights.,1/26/2015
1/16/2015 19:45:00,Gladstone,OR,Light,4 minutes,5 total strange reddish-orange lights dancing around above West-linn Tualatin area,2/20/2015
1/16/2015 19:30:00,Lafayette,LA,Unknown,5 minutes,"Red, green and white lights flew in, hovered, reversed course to depart. Not airplane or helicopter",1/26/2015
1/16/2015 19:25:00,Stevensville,MT,Sphere,20 seconds,"Ball of extremely bright silver, Mercury colored light falling out of clouds to the ground. Object the size of large truck. No tail or",1/26/2015
1/16/2015 19:20:00,Zephyrhills,FL,Fireball,5 minutes,3 orange fireballs moving in the sky.,1/26/2015
1/16/2015 19:15:00,East Mesa,AZ,Circle,,"Round ball changing colors from red ,blue, green, hard to tell other colors. Did see large passenger plane fly just above it.. (??)",1/26/2015
1/16/2015 19:00:00,Gardnerville,NV,Other,3 hours,((NUFORC Note: No information provided by witness. PD)),1/26/2015
1/16/2015 17:55:00,Indio,CA,Diamond,4 minutes,A massive transparent diamond shaped object.,1/26/2015
1/16/2015 17:15:00,Victoria,TX,Unknown,45 seconds,"The movement of the light source appearing in different places in the sky was interesting, since I had never seen anything like this.",1/26/2015
1/16/2015 12:00:00,Windsor (Canada),ON,Other,45secs,5 streaks in the sky flying in formation towards the northwest. These were not jets or mediors.. Fascinating:),1/26/2015
1/16/2015 7:15:00,(Unspecified location),TX,Light,2 minutes,Strange light emitting different colors. ((NUFORC Note: Witness does not indicate location in Texas. PD)),1/26/2015
1/16/2015 6:15:00,Bamber Lakes,NJ,Fireball,3-5 seconds,Meteorite streaked across sky below this mornings crescent moon from west to east. Lost visual on object when it dropped below tree lin,1/26/2015
1/16/2015 1:00:00,Westminster,CO,Circle,,Colorful lights in the sky on 1-16-2015…,1/26/2015
1/15/2015 22:30:00,Duluth,MN,Fireball,3 minutes,Bright orange fireball sighting.,1/16/2015
1/15/2015 21:30:00,Elizabethtown,PA,Changing,20 minutes,"4 bright white lights seen in a line formation, object (lights) went from horizontal orientation to completely perpendicular formation.",1/16/2015
1/15/2015 20:30:00,Sacramento,CA,Sphere,5 minutes,"Red/Blue/Green flashing spherical object over Natomas, Sacramento.",1/16/2015
1/15/2015 20:00:00,Las Vegas,NV,Light,2 minutes,Light change shape and fast traveling.,1/16/2015
1/15/2015 20:00:00,Rising Sun,MD,Other,5 minutes,"Trapezoid shaped object with 4 lights, 1 flashing, and no sound.",1/26/2015
1/15/2015 18:30:00,Friday Harbor,WA,Light,2 minutes,"Three orange UFOs sighted over Friday Harbor WA, San Juan Island, Thursday, Jan 15, 2015.",1/26/2015
1/15/2015 18:16:00,Lancaster,NH,Light,18 seconds,"Three horizontal lights appearing, disappearing, and reappearing close to the ground.",2/6/2015
1/15/2015 17:30:00,Fairlee,VT,Unknown,1-2 minutes,"Horizontal groups of lights appearing over Fairlee, Vermont.",1/16/2015
1/15/2015 17:30:00,Waynesville,MO,Disk,,((HOAX??)) I saw a disc shaped saucer with green and red flashing lights under it; the saucer was rotating.,1/16/2015
1/15/2015 15:40:00,Etna,NH,Sphere,5 minutes,3 lights changin position in a horizontal line in the sky and would also disappear and then reappear.,1/16/2015
1/15/2015 13:11:00,Whittier,CA,Circle,5-7 minutes,Irregular flight of round objects with wings and a private Cessna aircraft in pursuit.,1/16/2015
1/15/2015 12:00:00,Catonsvill,MD,Sphere,30 minutes,I went to the library and saw a metallic orb hovering in the sky on a windy day.,5/22/2015
1/15/2015 6:30:00,Bothell,WA,Light,10 minutes,"Father and son witness acrobatic orange orb over Bothell, WA.",1/16/2015
1/15/2015 3:05:00,Desoto,TX,Sphere,15 seconds,I was driving heading south to my home around 3:05 am and up to my right in the sky a oval white blue orb shot passed me heading south,1/16/2015
1/15/2015 3:00:00,Tatum,NM,Triangle,15 seconds,Black 15 foot triangle with solid red lights at tip. Moving slowly no sound!,1/26/2015
1/15/2015 2:30:00,"Lordsburg (E of, on I-10; 10 mi. W of AZ)",NM,Triangle,3 minutes,"Large, unmarked, grey triangle shaped craft with bowl shaped hull underside as if to deflect heat upon re-entry under camo-net.",4/30/2015
1/15/2015 1:30:00,Saint Augustine,FL,Rectangle,25-30 seconds,Blue light. Electrical/mechanical sound. Treetop to head high level then over the trees.,1/30/2015
1/14/2015 23:46:00,Halifax (Canada),NS,Circle,12 minutes,"Round circular pattern of lights yellow/orange, 6 with 1 red in the middle and multiple red slow pulsing lights.",1/16/2015
1/14/2015 22:30:00,Sunbury,OH,Triangle,5 minutes,"Low, slow, silent delta shaped flyer over Sunbury, Ohio.",1/16/2015
1/14/2015 21:30:00,Vellore (India),,Disk,2 minutes,"ON JAN 14TH, 201,5 AROUND 9.30PM I SAW A BIG LIGHT (STREET LIGHT SODIUM VAPOUR LAMP LIKE LIGHT) MOVING IN THE SKY.",1/26/2015
1/14/2015 20:40:00,Hartford/Dothan,VT,Light,1-2 minutes,"A very bright, cluster of three lights, over the Windsor County, Vermont area.",1/26/2015
1/14/2015 18:00:00,Bethel,AK,Other,10 minutes,"Black smoke contrails over Bethel, Alaska.",1/16/2015
1/14/2015 5:45:00,Oak Lawn,IL,Light,10 seconds,Their back again! 2 Identical Lights that look like bright stars.,1/16/2015
1/14/2015 2:55:00,Chicago,IL,Sphere,0.05,Unidentified flying object spotted in Chicago this morning.,1/16/2015
1/14/2015 2:00:00,Tulsa,OK,Unknown,3 minutes,"3 Round Bright Green Lights not flashing side by side & 1 Red Flashing Light, Loud Craft.",2/12/2015
